runge,https://en.wikipedia.org/wiki/Runge-Kutta-Fehlberg_method
getgit,https://git-scm.com/book/en/v2/Getting-Started-Installing-Git
bungee,https://iopscience.iop.org/article/10.1088/0031-9120/45/1/007
spider,https://spiderman.wikia.com/wiki/Peter_Parker_(Earth-616)
trees,https://www.cfr.washington.edu/research.smc/working_papers/smc_working_paper_1.pdf
wall2,https://www.sciencedirect.com/science/article/pii/S0378778816313056
human,https://www.youtube.com/watch?v=PUwmA3Q0_OE
dunk,https://www.youtube.com/watch?v=UBf7WC19lpw
drop,https://www.youtube.com/watch?v=X-QFAB0gEtE
ivp,https://docs.scipy.org/doc/scipy/reference/generated/scipy.integrate.solve_ivp.html
fsolve,https://docs.scipy.org/doc/scipy/reference/generated/scipy.optimize.fsolve.html
sq,https://docs.scipy.org/doc/scipy/reference/generated/scipy.optimize.leastsq.html
lm ,https://en.wikipedia.org/wiki/Levenberg-Marquardt_algorithm
powell,https://en.wikipedia.org/wiki/Powell's_method
